pre_village,pre_district,Pre_cluster,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Kazahi,Kanungu,BUJENGWE,1515.0,31,30.0,0.975,75.0,,,,,,,,,,
Buranda,Kanungu,RUTENDERE,1240.0,52,60.0,0.75,75.0,,,,,,,,,,
Nyaruharo,Kanungu,KIHANDA,1382.0,42,40.0,0.3,,,,,,,,,,20.0,20.0
Rutendere,Kanungu,RUTENDERE,1317.0,62,60.0,0.75,,,,,,,,,,,
Kataburaza,Kanungu,RUTENDERE,1339.0,52,4.0,3.75,,,,,,,,,,,
Nyakagezi,Kanungu,IBARYA,1408.0,40,60.0,0.625,,,,,,,,,,,
Kazahi,Kanungu,BUJENGWE,1504.0,43,30.0,1.975,35.0,,,,,,,,,30.0,35.0
Buranda,Kanungu,RUTENDERE,1302.0,27,60.0,1.975,20.0,,,,,,,,,10.0,
Kazahi,Kanungu,BUJENGWE,1503.0,45,30.0,2.0,,,,,,,,,,,
Nyakagezi,Kanungu,IBARYA,1400.0,94,60.0,1.5,50.0,,,,,,,,,,
Katembe,Kanungu,KIHANDA,1431.0,44,30.0,0.975,,,,,,130.0,,,,,
Kangyeyo,Kanungu,RUTENDERE,1325.0,78,20.0,0.75,,,,,,,,,,50.0,50.0
Rurama,Kanungu,KIHANDA,1475.0,30,20.0,0.89,,,,,,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1497.0,62,30.0,1.75,96.0,,,28.0,,,,,,,
Kabirizi,Kanungu,BUJENGWE,1419.0,25,120.0,0.975,35.0,,,,,,,,,,
Rwendahi,Kanungu,IBARYA,1285.0,78,8.0,0.0,,,,,,,,,,20.0,20.0
Kyandago,Kanungu,RUTENDERE,1314.0,36,2.0,0.0,,,,,,,,,,48.0,
Kishanda,Kanungu,BUJENGWE,1370.0,31,30.0,0.25,,,,,,,,,,20.0,20.0
Rutonde,Kanungu,IBARYA,1505.0,37,10.0,0.25,,,,,,,,,,,
Kishegyere,Kanungu,BUJENGWE,1431.0,30,30.0,0.15,,,,,,,,,,,
Kataburaza,Kanungu,RUTENDERE,1392.0,68,30.0,1.8,,,,,,,,,,,
Rutonde,Kanungu,IBARYA,1382.0,63,30.0,0.0,,,,,23.0,,,,,10.0,166.0
Ibarya,Kanungu,IBARYA,1320.0,62,30.0,0.15,40.0,,,,,,,,,48.0,60.0
Kyandago,Kanungu,RUTENDERE,1404.0,50,30.0,1.9,40.0,,,,,,,,,48.0,60.0
Kataburaza,Kanungu,RUTENDERE,1293.0,42,60.0,2.4775,40.0,,,,,,,,,48.0,60.0
Nyakagezi,Kanungu,IBARYA,1335.0,34,60.0,1.75,,,,,,,,,,,
Nyakatoma,Kanungu,KIHANDA,1442.0,42,10.0,0.5,40.0,,,,,,,,,48.0,60.0
Bugarura,Kanungu,BUJENGWE,1443.0,73,60.0,0.5,40.0,,,,,,,,,48.0,60.0
Kataburaza,Kanungu,RUTENDERE,1289.0,40,30.0,1.4875,108.0,,,,,,,24.0,,0.0,
Bugarura,Kanungu,BUJENGWE,1373.0,32,60.0,0.0,20.0,,,,,,,,,10.0,
Bugarura,Kanungu,BUJENGWE,1450.0,44,20.0,2.975,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1377.0,60,60.0,0.0,600.0,,,,1300.0,,,,,,
Nyaruharo,Kanungu,KIHANDA,1379.0,55,60.0,0.4,600.0,,,,1300.0,,,,,,
Rutonde,Kanungu,IBARYA,1469.0,50,3.0,0.25,600.0,,,,1300.0,,,,,,
Nyakagezi,Kanungu,IBARYA,1368.0,64,15.0,0.6,600.0,,,,1300.0,,,,,,
Kazahi,Kanungu,BUJENGWE,1573.0,46,40.0,0.5,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1348.0,75,60.0,48.75,600.0,,,,1300.0,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1363.0,33,60.0,0.25,600.0,,,,1300.0,,,,,,
Nyamizi,Kanungu,KIHANDA,1409.0,85,2.0,4.975,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1716.0,40,120.0,0.975,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1584.0,74,120.0,1.975,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1348.0,38,180.0,0.475,600.0,,,,1300.0,,,,,,
Kishanda,Kanungu,BUJENGWE,1361.0,70,60.0,2.975,600.0,,,,1300.0,,,,,,
Kishegyere,Kanungu,BUJENGWE,1565.0,38,60.0,0.0,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1480.0,65,60.0,3.75,600.0,,,,1300.0,,,,,,
Buranda,Kanungu,RUTENDERE,1255.0,50,30.0,1.975,600.0,,,,1300.0,,,,,,
Mayanja,Kanungu,BUJENGWE,1306.0,50,60.0,1.975,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1407.0,48,60.0,1.75,600.0,,,,1300.0,,,,,,
Kihumuro,Kanungu,IBARYA,1513.0,46,30.0,0.975,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1746.0,39,60.0,0.975,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1404.0,35,30.0,0.75,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1526.0,54,40.0,3.5,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1528.0,97,60.0,3.0,600.0,,,,1300.0,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1327.0,54,30.0,1.42,600.0,,,,1300.0,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1512.0,44,60.0,0.03,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1639.0,27,120.0,1.902,600.0,,,,1300.0,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1339.0,73,30.0,0.85,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1323.0,43,30.0,1.975,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1424.0,32,120.0,0.25,,,,,,,,,,,
Kabirizi,Kanungu,BUJENGWE,1445.0,72,60.0,0.072,,,,,,,,,,48.0,
Kabirizi,Kanungu,BUJENGWE,1372.0,60,60.0,1.975,,,,,,,,,,48.0,
Kacerere,Kanungu,BUJENGWE,1479.0,37,60.0,0.41,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1337.0,44,180.0,1.975,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1355.0,28,60.0,0.975,600.0,,,,1300.0,,,,,,
Nyaruharo,Kanungu,KIHANDA,1390.0,35,120.0,1.05,20.0,,,,,,,,,10.0,
Kataburaza,Kanungu,RUTENDERE,1399.0,33,30.0,0.85,,,,,,,,,,,
Kihumuro,Kanungu,IBARYA,1402.0,23,4.0,0.225,40.0,,,,,,,,,48.0,60.0
Kazahi,Kanungu,BUJENGWE,1508.0,60,5.0,1.475,,,11.0,,,,,,,,
Kazahi,Kanungu,BUJENGWE,1585.0,79,60.0,1.975,,,11.0,,,,,,,,
Rutendere,Kanungu,RUTENDERE,1294.0,49,60.0,1.0,,,11.0,,,,,,,,
Rutonde,Kanungu,IBARYA,1475.0,30,30.0,1.0,,,11.0,,,,,,,,
Buranda,Kanungu,RUTENDERE,1246.0,28,15.0,2.975,,,11.0,,,,,,,,
Rwenkyende,Kanungu,KIHANDA,1373.0,28,5.0,1.25,600.0,,,,1300.0,,,,,,
Rurama,Kanungu,KIHANDA,1627.0,33,120.0,0.0,600.0,,,,1300.0,,,,,,
Rutonde,Kanungu,IBARYA,1469.0,56,15.0,0.0,40.0,,,,,,,,,48.0,60.0
Bujerengye,Kanungu,IBARYA,1464.0,25,60.0,0.5,,,,,,,,,,48.0,
Mushorero,Kanungu,BUJENGWE,1662.0,26,60.0,0.975,600.0,,,,1300.0,,,,,,
Mayanja,Kanungu,BUJENGWE,1383.0,55,60.0,1.975,600.0,,,,1300.0,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1538.0,23,20.0,0.25,600.0,,,,1300.0,,,,,,
Rwendahi,Kanungu,IBARYA,1267.0,19,10.0,0.75,,,,,,,,,,6.0,
Rutendere,Kanungu,RUTENDERE,1371.0,60,120.0,0.5,600.0,,,,1300.0,,,,,,
Kabirizi,Kanungu,BUJENGWE,1369.0,60,30.0,2.75,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1281.0,47,90.0,0.15,80.0,,,,,,,,,10.0,
Mayanja,Kanungu,BUJENGWE,1454.0,60,120.0,1.25,60.0,,,,,,,,,30.0,35.0
Katembe,Kanungu,KIHANDA,1453.0,32,10.0,0.375,600.0,,,,1300.0,,,,,,
Nyakagezi,Kanungu,IBARYA,1341.0,45,60.0,0.25,40.0,,,,,,,,,48.0,60.0
Ibarya,Kanungu,IBARYA,1292.0,86,60.0,0.4,,,11.0,,,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1538.0,42,30.0,0.25,75.0,,,,,,,,,,
Kacerere,Kanungu,BUJENGWE,1448.0,29,30.0,0.38,20.0,,,,,,,,,10.0,
Nyakagezi,Kanungu,IBARYA,1408.0,46,30.0,0.15,600.0,,,,1300.0,,,,,,
Nyakarambi,Kanungu,KIHANDA,1364.0,61,30.0,0.875,,,11.0,,,,,,,,
Bugarura,Kanungu,BUJENGWE,1391.0,64,120.0,0.0,10.0,,,,,,,,,,
Rurama,Kanungu,KIHANDA,1498.0,36,120.0,0.1,,,,,,,,,,20.0,20.0
Rutonde,Kanungu,IBARYA,1497.0,67,10.0,0.25,,,,,,,,,,48.0,
Byumba,Kanungu,BUJENGWE,1508.0,33,15.0,0.1,,,10.0,,,60.0,,12.0,,,
Rwenkyende,Kanungu,KIHANDA,1438.0,38,4.0,0.8,,,,,,,,,,48.0,
Katembe,Kanungu,KIHANDA,1406.0,50,30.0,1.975,600.0,,,,1300.0,,,,,,
Rwenkyende,Kanungu,KIHANDA,1409.0,38,5.0,0.25,,,,,,,,,,48.0,
Nyamishamba,Kanungu,BUJENGWE,1542.0,20,60.0,0.15,,,,,23.0,,,,,10.0,166.0
Bugarura,Kanungu,BUJENGWE,1471.0,61,15.0,3.975,,,11.0,,,,,,,,
Kanoni,Kanungu,BUJENGWE,1407.0,37,60.0,1.975,,,,,,,,,,20.0,20.0
Buranda,Kanungu,RUTENDERE,1261.0,36,60.0,1.975,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1344.0,60,30.0,4.75,600.0,,,,1300.0,,,,,,
Nyaruharo,Kanungu,KIHANDA,1383.0,54,20.0,1.3,20.0,,,,,,,,,10.0,
Nyakatoma,Kanungu,KIHANDA,1437.0,32,60.0,0.38,,,,,,,,,,6.0,
Kataburaza,Kanungu,RUTENDERE,1366.0,78,3.0,0.0,,,,,,,,,,20.0,20.0
Rwabutera,Kanungu,RUTENDERE,1345.0,45,30.0,0.38,600.0,,,,1300.0,,,,,,
Buranda,Kanungu,RUTENDERE,1260.0,64,120.0,1.975,600.0,,,,1300.0,,,,,,
Kishanda,Kanungu,BUJENGWE,1408.0,53,60.0,0.5,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1377.0,44,90.0,0.475,75.0,,,,,,,,,,
Kishanda,Kanungu,BUJENGWE,1298.0,64,90.0,0.75,,,,,,,,,,,
Bugarura,Kanungu,BUJENGWE,1475.0,22,90.0,0.0,,,,,,,,,,48.0,
Rurama,Kanungu,KIHANDA,1587.0,65,30.0,1.75,,,,,,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1345.0,35,60.0,0.25,600.0,,,,1300.0,,,,,,
Rutonde,Kanungu,IBARYA,1445.0,33,40.0,0.0,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1269.0,56,60.0,0.75,600.0,,,,1300.0,,,,,,
Kishanda,Kanungu,BUJENGWE,1553.0,40,60.0,1.975,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1332.0,58,60.0,1.975,600.0,,,,1300.0,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1492.0,50,30.0,0.95,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1710.0,35,120.0,0.975,230.0,,,,,,,,,60.0,
Katembe,Kanungu,KIHANDA,1434.0,86,20.0,1.975,50.0,,,,,,,,,80.0,100.0
Mayanja,Kanungu,BUJENGWE,1357.0,68,30.0,2.975,20.0,,,,,,,,,10.0,
Rwenkyende,Kanungu,KIHANDA,1420.0,63,60.0,3.5,600.0,,,,1300.0,,,,,,
Kyandago,Kanungu,RUTENDERE,1456.0,57,17.0,4.3,,,,,,,,,,,
Kishegyere,Kanungu,BUJENGWE,1545.0,51,60.0,0.9,600.0,,,,1300.0,,,,,,
Byumba,Kanungu,BUJENGWE,1496.0,60,40.0,0.65,600.0,,,,1300.0,,,,,,
Nyaruharo,Kanungu,KIHANDA,1341.0,50,60.0,3.1,600.0,,,,1300.0,,,,,,
Mayanja,Kanungu,BUJENGWE,1391.0,30,20.0,0.75,600.0,,,,1300.0,,,,,,
Byumba,Kanungu,BUJENGWE,1517.0,53,40.0,1.25,600.0,,,,1300.0,,,,,,
Nyakagezi,Kanungu,IBARYA,1318.0,70,30.0,0.5,,,,,,,,,,6.0,
Katembe,Kanungu,KIHANDA,1390.0,50,30.0,2.5,600.0,,,,1300.0,,,,,,
Kishanda,Kanungu,BUJENGWE,1293.0,36,20.0,1.5,60.0,,,,,,,,,,
Kazahi,Kanungu,BUJENGWE,1622.0,66,30.0,1.975,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1322.0,72,30.0,3.75,,,11.0,,,,,,,,
Nyakibuga,Kanungu,IBARYA,1415.0,74,60.0,0.9,,,,,,,,,,,
Bugarura,Kanungu,BUJENGWE,1490.0,33,60.0,1.0,,,,,,,,,,,
Kihumuro,Kanungu,IBARYA,1558.0,40,30.0,0.95,230.0,,,,,,,,,60.0,
Rurama,Kanungu,KIHANDA,1588.0,71,30.0,0.9,,,,,23.0,,,,,10.0,166.0
Byumba,Kanungu,BUJENGWE,1485.0,42,10.0,0.75,,,,,,,,,,,
Rwabutera,Kanungu,RUTENDERE,1314.0,25,30.0,0.25,,,11.0,,,,,,,,
Nyakarambi,Kanungu,KIHANDA,1349.0,67,60.0,1.775,,,,,,,,,,,
Bujerengye,Kanungu,IBARYA,1478.0,40,60.0,0.3,,,,,23.0,,,,,10.0,166.0
Nyaruharo,Kanungu,KIHANDA,1364.0,33,20.0,0.4,,,10.0,,,60.0,,12.0,,,
Buranda,Kanungu,RUTENDERE,1271.0,39,30.0,1.975,230.0,,,,,,,,,60.0,
Rutendere,Kanungu,RUTENDERE,1363.0,67,60.0,0.5,,,,,,,,,,,
Nyakatoma,Kanungu,KIHANDA,1393.0,59,60.0,2.75,,,,,,,,,,,
Rwendahi,Kanungu,IBARYA,0.0,44,15.0,1.4,600.0,,,,1300.0,,,,,,
Kanoni,Kanungu,BUJENGWE,1328.0,31,60.0,1.975,65.0,,,,,,,,,,5.0
Mushorero,Kanungu,BUJENGWE,1731.0,60,120.0,2.975,600.0,,,,1300.0,,,,,,
Nyakagezi,Kanungu,IBARYA,1328.0,46,30.0,0.5,,,,,,,,,,48.0,
Rwabutera,Kanungu,RUTENDERE,1274.0,50,30.0,1.25,230.0,,,,,,,,,60.0,
Kihumuro,Kanungu,IBARYA,1358.0,46,30.0,0.975,95.0,,,,,,,,,10.0,5.0
Nyamizi,Kanungu,KIHANDA,1380.0,28,30.0,0.975,95.0,,,,,,,,,10.0,5.0
Nyamizi,Kanungu,KIHANDA,1441.0,34,30.0,0.975,95.0,,,,,,,,,10.0,5.0
Nyaruharo,Kanungu,KIHANDA,1366.0,37,60.0,1.35,95.0,,,,,,,,,10.0,5.0
Nyakibuga,Kanungu,IBARYA,1931.0,57,20.0,1.875,,,,,,,,,,,
Kihumuro,Kanungu,IBARYA,1374.0,78,30.0,0.975,96.0,,,28.0,,,,,,,
Rurama,Kanungu,KIHANDA,1551.0,34,5.0,0.25,95.0,,,,,,,,,,
Byumba,Kanungu,BUJENGWE,1456.0,33,60.0,0.75,,,,,,,,,,,
Nyakatoma,Kanungu,KIHANDA,1413.0,30,15.0,0.12,600.0,,,,1300.0,,,,,,
Nyamizi,Kanungu,KIHANDA,1342.0,59,30.0,4.975,600.0,,,,1300.0,,,,,,
Bugarura,Kanungu,BUJENGWE,1462.0,55,25.0,0.475,600.0,,,,1300.0,,,,,,
Buranda,Kanungu,RUTENDERE,1299.0,27,30.0,1.975,600.0,,,,1300.0,,,,,,
Mushorero,Kanungu,BUJENGWE,1647.0,33,50.0,0.975,95.0,,,,,,,,,10.0,5.0
Kabirizi,Kanungu,BUJENGWE,1641.0,88,60.0,3.975,,,2.0,,,,,3.0,,,400.0
Kazahi,Kanungu,BUJENGWE,1474.0,46,60.0,1.975,,,2.0,,,,,3.0,,,400.0
Katembe,Kanungu,KIHANDA,1593.0,50,10.0,0.975,50.0,,,,,,,,,80.0,100.0
Rwenkyende,Kanungu,KIHANDA,1371.0,48,3.0,0.75,,,,,,,,,,,
Kishegyere,Kanungu,BUJENGWE,1451.0,63,30.0,2.75,,,,,,,,,,,
Omurwambu,Kanungu,KIHANDA,1401.0,28,20.0,0.25,,,,,,,,,,,
Mayanja,Kanungu,BUJENGWE,1357.0,47,1.0,9.975,,,,,,,,,,48.0,
Rurama,Kanungu,KIHANDA,1489.0,64,30.0,1.5,95.0,,,,,,,,,10.0,5.0
Nyakagezi,Kanungu,IBARYA,1363.0,33,60.0,0.125,95.0,,,,,,,,,10.0,5.0
Nyamizi,Kanungu,KIHANDA,1364.0,30,30.0,0.975,,,,,,,,,,40.0,
Byumba,Kanungu,BUJENGWE,1454.0,58,60.0,1.65,600.0,,,,1300.0,,,,,,
Nyamizi,Kanungu,KIHANDA,1312.0,26,20.0,0.475,,,,,,,,,,50.0,
Mushorero,Kanungu,BUJENGWE,1654.0,52,60.0,1.975,95.0,,,,,,,,,10.0,5.0
Kangyeyo,Kanungu,RUTENDERE,1321.0,45,20.0,1.35,230.0,,,,,,,,,60.0,
Rwendahi,Kanungu,IBARYA,1299.0,38,10.0,1.25,,,,,23.0,,,,,10.0,166.0
Rwendahi,Kanungu,IBARYA,1304.0,40,30.0,0.7,,,11.0,,,,,,,,
Kacerere,Kanungu,BUJENGWE,1469.0,25,10.0,2.0,108.0,,,,,,,24.0,,0.0,
Kabirizi,Kanungu,BUJENGWE,1393.0,42,120.0,2.25,600.0,,,,1300.0,,,,,,
Ibarya,Kanungu,IBARYA,1311.0,43,40.0,1.4,40.0,,,,,,,,,48.0,60.0
Rwendahi,Kanungu,IBARYA,1318.0,40,10.0,1.0,,,,,23.0,,,,,10.0,166.0
Nyakarambi,Kanungu,KIHANDA,1321.0,26,30.0,0.25,,,,,,,,,,,
Rutendere,Kanungu,RUTENDERE,1307.0,40,60.0,0.13,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1317.0,52,30.0,1.0,95.0,,,,,,,,,10.0,5.0
Nyaruharo,Kanungu,KIHANDA,1378.0,29,60.0,3.9,65.0,,,,,,,,,,5.0
Kishanda,Kanungu,BUJENGWE,1369.0,28,120.0,1.975,600.0,,,,1300.0,,,,,,
Kyandago,Kanungu,RUTENDERE,1384.0,84,40.0,1.9,600.0,,,,1300.0,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1528.0,70,60.0,0.4,600.0,,,,1300.0,,,,,,
Kishanda,Kanungu,BUJENGWE,1429.0,72,20.0,1.25,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1534.0,60,60.0,0.0,600.0,,,,1300.0,,,,,,
Kyandago,Kanungu,RUTENDERE,1385.0,55,10.0,0.1,600.0,,,,1300.0,,,,,,
Kabirizi,Kanungu,BUJENGWE,1470.0,59,30.0,0.25,600.0,,,,1300.0,,,,,,
Mayanja,Kanungu,BUJENGWE,1429.0,24,30.0,0.25,600.0,,,,1300.0,,,,,,
Rutendere,Kanungu,RUTENDERE,1320.0,58,30.0,0.0,,,11.0,,,,,,,,
Bugarura,Kanungu,BUJENGWE,1546.0,61,20.0,2.475,600.0,,,,1300.0,,,,,,
Nyakarambi,Kanungu,KIHANDA,1328.0,74,30.0,1.0,600.0,,,,1300.0,,,,,,
Rurama,Kanungu,KIHANDA,1529.0,52,60.0,0.92,600.0,,,,1300.0,,,,,,
Kataburaza,Kanungu,RUTENDERE,1357.0,40,5.0,0.25,600.0,,,,1300.0,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1321.0,62,60.0,1.75,600.0,,,,1300.0,,,,,,
Rwabutera,Kanungu,RUTENDERE,1303.0,37,30.0,1.38,,,,,,,,,,,
Rwendahi,Kanungu,IBARYA,1282.0,85,30.0,0.8,,,,,,,,,,,
Omurwambu,Kanungu,KIHANDA,1341.0,37,15.0,0.65,,,,,,,,,,,
Kihumuro,Kanungu,IBARYA,1396.0,48,8.0,0.375,600.0,,,,1300.0,,,,,,
Nyakagezi,Kanungu,IBARYA,1411.0,84,20.0,0.0,,,,,,,,,,48.0,
Kacerere,Kanungu,BUJENGWE,1523.0,20,60.0,0.28,,,,,,,,,,48.0,
Nyaruharo,Kanungu,KIHANDA,1391.0,42,60.0,3.35,,,,,,,,,,20.0,20.0
Kyandago,Kanungu,RUTENDERE,1386.0,45,5.0,0.15,40.0,,,,,,,,,48.0,60.0
Kangyeyo,Kanungu,RUTENDERE,1361.0,65,40.0,26.8,,,,,,,,,,20.0,20.0
Kanoni,Kanungu,BUJENGWE,1327.0,73,60.0,1.975,600.0,,,,1300.0,,,,,,
Rwenkyende,Kanungu,KIHANDA,1418.0,75,28.0,0.8,65.0,,,,,,,,,,5.0
Kishanda,Kanungu,BUJENGWE,1408.0,21,15.0,1.975,,,,,,,,,,120.0,180.0
Mushorero,Kanungu,BUJENGWE,1613.0,36,120.0,0.975,,,,,,,,,,120.0,180.0
Ibarya,Kanungu,IBARYA,1333.0,43,70.0,1.3,,,,,,,,,,120.0,180.0
Katembe,Kanungu,KIHANDA,1410.0,65,30.0,2.75,,,,,,,,,,120.0,180.0
Nyakagezi,Kanungu,IBARYA,1373.0,68,30.0,0.25,,,,,,,,,,120.0,180.0
Rutonde,Kanungu,IBARYA,1460.0,37,30.0,0.0,,,,,,,,,,120.0,180.0
Buranda,Kanungu,RUTENDERE,1294.0,29,15.0,0.0,,,,,,,,,,120.0,180.0
Kangyeyo,Kanungu,RUTENDERE,1313.0,64,60.0,1.25,,,,,,,,,,120.0,180.0
